Código IES;Instituição(IES);Sigla;Categoria Administrativa;Código Curso;Nome do Curso;Grau;Modalidade;CC;Ano CC;CPC;Ano CPC;ENADE;Ano ENADE;IDD;Ano IDD;Vagas Autorizadas;Data início funcionamento;Data Ato de Criação;Situação;Código Área Geral CINE;Área Geral CINE;Código Área Específica CINE;Área Específica CINE;Código Área Detalhada CINE;Área Detalhada CINE;Código Rótulo CINE;Rótulo CINE
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;99102;BIOMEDICINA;Bacharelado;Presencial;4;2010;3;2023;3;2023;3;2023;115;14/02/2006;02/08/2005;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;99105;BIOMEDICINA;Bacharelado;Presencial;4;2010;4;2023;3;2023;4;2023;230;14/02/2006;02/08/2005;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;99112;BIOMEDICINA;Bacharelado;Presencial;4;2011;3;2023;3;2023;3;2023;230;14/02/2006;02/08/2005;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;99114;BIOMEDICINA;Bacharelado;Presencial;4;2011;3;2023;3;2023;4;2023;230;14/02/2006;02/08/2005;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;99118;BIOMEDICINA;Bacharelado;Presencial;3;2018;3;2023;3;2023;3;2023;230;14/02/2006;02/08/2005;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;99120;BIOMEDICINA;Bacharelado;Presencial;4;2014;3;2023;2;2023;2;2023;230;14/02/2006;02/08/2005;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;99148;BIOMEDICINA;Bacharelado;Presencial;3;2017;3;2023;3;2023;4;2023;230;14/02/2006;02/08/2005;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;100380;MEDICINA VETERINÁRIA;Bacharelado;Presencial;3;2008;3;2023;3;2023;2;2023;115;14/02/2002;03/10/1989;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;105454;BIOMEDICINA;Bacharelado;Presencial;4;2011;5;2023;5;2023;5;2023;115;12/02/2007;02/08/2005;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;105456;BIOMEDICINA;Bacharelado;Presencial;3;2011;3;2023;3;2023;3;2023;460;12/02/2007;02/08/2005;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;105458;BIOMEDICINA;Bacharelado;Presencial;4;2011;5;2023;5;2023;5;2023;230;12/02/2007;02/08/2005;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;115599;BIOMEDICINA;Bacharelado;Presencial;3;2012;3;2023;3;2023;3;2023;230;11/02/2008;02/08/2005;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;1155937;BIOMEDICINA;Bacharelado;Presencial;-;;3;2023;3;2023;3;2023;230;10/02/2009;-;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;1180786;BIOMEDICINA;Bacharelado;Presencial;-;;4;2023;4;2023;5;2023;230;15/02/2011;10/05/2012;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;1180792;BIOMEDICINA;Bacharelado;Presencial;3;2014;2;2023;2;2023;2;2023;230;15/02/2011;16/03/2009;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;1180807;BIOMEDICINA;Bacharelado;Presencial;3;2014;3;2023;3;2023;3;2023;230;15/02/2011;16/03/2009;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;1215416;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;230;18/02/2013;-;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;1215484;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;230;18/02/2013;-;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;1258824;BIOMEDICINA;Bacharelado;Presencial;4;2016;3;2023;4;2023;4;2023;230;04/02/2013;16/03/2009;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;1258873;BIOMEDICINA;Bacharelado;Presencial;3;2016;3;2023;2;2023;2;2023;230;04/05/2013;20/06/2013;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;1265730;BIOMEDICINA;Bacharelado;Presencial;4;2015;3;2023;3;2023;3;2023;230;18/02/2010;16/03/2009;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;1399045;BIOMEDICINA;Bacharelado;Presencial;-;;3;2023;4;2023;4;2023;230;13/02/2017;20/06/2013;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;1443408;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;230;20/02/2018;29/03/2018;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;1458703;BIOMEDICINA;Bacharelado;A Distância;4;2023;2;2023;1;2023;SC;2023;73260;05/02/2019;13/12/2018;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;1701431;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;73260;Não iniciado;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;5000344;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;230;17/06/2010;-;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;5000414;BIOMEDICINA;Bacharelado;Presencial;-;;4;2023;4;2023;5;2023;460;18/02/2010;-;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;5000416;BIOMEDICINA;Bacharelado;Presencial;-;;4;2023;4;2023;4;2023;460;18/02/2010;-;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;5000420;BIOMEDICINA;Bacharelado;Presencial;-;;4;2023;4;2023;5;2023;460;10/02/2009;-;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;5000422;BIOMEDICINA;Bacharelado;Presencial;4;2016;3;2023;3;2023;3;2023;460;18/02/2010;16/03/2009;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;5000426;BIOMEDICINA;Bacharelado;Presencial;3;2015;4;2023;3;2023;4;2023;230;18/02/2010;16/03/2009;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;5000432;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;230;18/02/2010;16/03/2009;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;5000440;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;460;10/02/2009;-;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;5001416;MEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;100;28/02/2022;07/03/2018;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;5001417;MEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;100;28/02/2022;07/03/2018;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;5001418;MEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;100;28/02/2022;07/03/2018;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;5001419;MEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;100;22/02/2022;07/03/2018;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
322;UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;5001422;MEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;100;Não iniciado;01/11/2017;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
330;UNIVERSIDADE IGUAÇU;UNIG;Privada sem fins lucrativos;7414;MEDICINA;Bacharelado;Presencial;4;2024;3;2023;2;2025;1;2023;200;01/02/1977;16/12/1976;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
330;UNIVERSIDADE IGUAÇU;UNIG;Privada sem fins lucrativos;19294;MEDICINA;Bacharelado;Presencial;5;2024;3;2023;2;2025;2;2023;100;04/02/1997;26/03/1997;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
330;UNIVERSIDADE IGUAÇU;UNIG;Privada sem fins lucrativos;97517;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2014;3;2023;2;2023;2;2023;80;05/02/2007;05/12/2005;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
330;UNIVERSIDADE IGUAÇU;UNIG;Privada sem fins lucrativos;1368375;MEDICINA VETERINÁRIA;Bacharelado;Presencial;5;2022;4;2023;3;2023;3;2023;120;08/08/2016;02/12/2015;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
330;UNIVERSIDADE IGUAÇU;UNIG;Privada sem fins lucrativos;1650848;BIOMEDICINA;Bacharelado;A Distância;-;;-;;-;;-;;1000;Não iniciado;31/07/2023;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
330;UNIVERSIDADE IGUAÇU;UNIG;Privada sem fins lucrativos;1711331;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;1000;Não iniciado;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;Privada sem fins lucrativos;20827;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2008;4;2023;4;2023;3;2023;120;02/08/1999;21/01/1999;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;Privada sem fins lucrativos;20828;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2008;3;2023;3;2023;2;2023;180;01/02/1999;21/01/1999;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;Privada sem fins lucrativos;1108281;MEDICINA;Bacharelado;Presencial;5;2024;3;2023;3;2025;3;2023;120;06/06/2012;06/06/2012;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;Privada sem fins lucrativos;1205077;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;120;Não iniciado;17/08/2012;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;Privada sem fins lucrativos;1214846;BIOMEDICINA;Bacharelado;Presencial;4;2016;3;2023;3;2023;3;2023;100;04/02/2013;-;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;Privada sem fins lucrativos;1331374;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;-;;-;;-;;120;Não iniciado;20/08/2015;Extinto;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;Privada sem fins lucrativos;1339135;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2022;4;2023;4;2023;3;2023;240;01/02/2016;14/10/2015;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;Privada sem fins lucrativos;1399488;MEDICINA;Bacharelado;Presencial;5;2024;3;2023;4;2025;2;2023;50;01/08/2018;06/04/2018;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;Privada sem fins lucrativos;1399489;MEDICINA;Bacharelado;Presencial;5;2024;3;2023;3;2025;3;2023;86;20/12/2017;29/11/2017;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;Privada sem fins lucrativos;1550633;BIOMEDICINA;Bacharelado;Presencial;5;2024;-;;-;;-;;200;08/03/2021;19/11/2020;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;Privada sem fins lucrativos;1550635;BIOMEDICINA;Bacharelado;Presencial;4;2024;-;;-;;-;;120;08/03/2021;19/11/2020;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;Privada sem fins lucrativos;1600461;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;120;21/02/2022;21/02/2022;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
339;FACULDADE DE JOÃO PESSOA (SANTA EMÍLIA DO RODAT);-;Privada sem fins lucrativos;87232;BIOMEDICINA;Bacharelado;Presencial;4;2023;3;2023;2;2023;2;2023;100;10/02/2006;18/08/2005;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
343;CENTRO UNIVERSITÁRIO NEWTON PAIVA;NEWTON PAIVA;Privada com fins lucrativos;1321262;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2020;4;2023;4;2023;4;2023;220;19/01/2015;31/07/2014;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
343;CENTRO UNIVERSITÁRIO NEWTON PAIVA;NEWTON PAIVA;Privada com fins lucrativos;1614105;BIOMEDICINA;Bacharelado;A Distância;-;;-;;-;;-;;300;04/10/2022;04/10/2022;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
343;CENTRO UNIVERSITÁRIO NEWTON PAIVA WYDEN;NEWTON PAIVA WYDEN;Privada com fins lucrativos;1708727;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;2400;26/09/2025;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
343;CENTRO UNIVERSITÁRIO NEWTON PAIVA WYDEN;NEWTON PAIVA WYDEN;;1721674;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;100;Não iniciado;-;Em Atividade;;;;;;;;
344;CENTRO UNIVERSITÁRIO UNA;UNA;Privada com fins lucrativos;1176269;BIOMEDICINA;Bacharelado;Presencial;3;2015;3;2023;2;2023;1;2023;200;01/01/2012;16/01/2012;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
344;CENTRO UNIVERSITÁRIO UNA;UNA;Privada com fins lucrativos;1314240;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;-;;-;;-;;200;01/01/2015;08/09/2014;Extinto;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
344;CENTRO UNIVERSITÁRIO UNA;UNA;Privada com fins lucrativos;1321967;BIOMEDICINA;Bacharelado;Presencial;-;;3;2023;2;2023;2;2023;200;01/01/2015;08/09/2014;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
344;CENTRO UNIVERSITÁRIO UNA;UNA;Privada com fins lucrativos;1397956;BIOMEDICINA;Bacharelado;Presencial;4;2023;3;2023;2;2023;2;2023;100;01/01/2017;15/12/2016;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
344;CENTRO UNIVERSITÁRIO UNA;UNA;Privada com fins lucrativos;1406941;MEDICINA VETERINÁRIA;Bacharelado;A Distância;-;;-;;-;;-;;780;04/09/2017;29/07/2017;Extinto;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
344;CENTRO UNIVERSITÁRIO UNA;UNA;Privada com fins lucrativos;1406942;BIOMEDICINA;Bacharelado;A Distância;4;2022;3;2023;2;2023;2;2023;940;04/09/2017;29/07/2017;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
344;CENTRO UNIVERSITÁRIO UNA;UNA;Privada com fins lucrativos;1520507;BIOMEDICINA;Bacharelado;Presencial;4;2023;3;2023;2;2023;2;2023;70;17/02/2020;03/02/2020;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
344;CENTRO UNIVERSITÁRIO UNA;UNA;Privada com fins lucrativos;1533146;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2024;-;;-;;-;;250;11/11/2020;18/06/2020;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
344;CENTRO UNIVERSITÁRIO UNA;UNA;Privada com fins lucrativos;1550544;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2024;-;;-;;-;;150;05/04/2021;25/11/2020;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
344;CENTRO UNIVERSITÁRIO UNA;UNA;Privada com fins lucrativos;1602860;MEDICINA VETERINÁRIA;Bacharelado;Presencial;5;2025;-;;-;;-;;160;18/03/2022;18/03/2022;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
344;CENTRO UNIVERSITÁRIO UNA;UNA;Privada com fins lucrativos;1701435;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;940;06/10/2025;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
349;CENTRO UNIVERSITÁRIO DE BELO HORIZONTE;UNI-BH;Privada com fins lucrativos;100688;MEDICINA;Bacharelado;Presencial;5;2024;3;2023;3;2025;2;2023;160;26/03/2007;05/02/2007;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
349;CENTRO UNIVERSITÁRIO DE BELO HORIZONTE;UNI-BH;Privada com fins lucrativos;1108108;BIOMEDICINA;Bacharelado;Presencial;4;2013;3;2023;3;2023;2;2023;140;01/01/2009;-;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
349;CENTRO UNIVERSITÁRIO DE BELO HORIZONTE;UNI-BH;Privada com fins lucrativos;1279014;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2019;3;2023;3;2023;1;2023;400;01/01/2014;02/09/2013;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
349;CENTRO UNIVERSITÁRIO DE BELO HORIZONTE;UNI-BH;Privada com fins lucrativos;1279015;BIOMEDICINA;Bacharelado;Presencial;-;;SC;2023;SC;2023;SC;2023;140;01/01/2014;23/04/2013;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
349;CENTRO UNIVERSITÁRIO DE BELO HORIZONTE;UNI-BH;Privada com fins lucrativos;1321276;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;80;01/01/2015;22/09/2014;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
349;CENTRO UNIVERSITÁRIO DE BELO HORIZONTE;UNI-BH;Privada com fins lucrativos;1619595;BIOMEDICINA;Bacharelado;A Distância;-;;-;;-;;-;;75;29/11/2022;06/12/2022;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
351;FACULDADE DE CIÊNCIAS MÉDICAS DE MINAS GERAIS;FCMMG;Privada sem fins lucrativos;7676;MEDICINA;Bacharelado;Presencial;5;2025;4;2023;4;2025;4;2023;342;02/02/1951;12/04/1951;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
351;FACULDADE DE CIÊNCIAS MÉDICAS DE MINAS GERAIS;FCMMG;Privada sem fins lucrativos;1619771;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;100;Não iniciado;02/05/2023;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
352;CENTRO UNIVERSITÁRIO DE JOÃO PESSOA;UNIPÊ;Privada com fins lucrativos;1190667;MEDICINA;Bacharelado;Presencial;5;2025;3;2023;2;2025;3;2023;140;28/07/2014;23/07/2014;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
352;CENTRO UNIVERSITÁRIO DE JOÃO PESSOA;UNIPÊ;Privada com fins lucrativos;1457378;MEDICINA VETERINÁRIA;Bacharelado;Presencial;5;2023;3;2023;2;2023;2;2023;400;22/02/2019;21/09/2018;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
352;CENTRO UNIVERSITÁRIO DE JOÃO PESSOA;UNIPÊ;Privada com fins lucrativos;1457852;BIOMEDICINA;Bacharelado;Presencial;4;2023;3;2023;2;2023;2;2023;200;22/02/2019;21/09/2018;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
352;CENTRO UNIVERSITÁRIO DE JOÃO PESSOA;UNIPÊ;Privada com fins lucrativos;1584348;BIOMEDICINA;Bacharelado;A Distância;-;;-;;-;;-;;200;01/09/2021;04/08/2021;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
352;CENTRO UNIVERSITÁRIO DE JOÃO PESSOA;UNIPÊ;Privada com fins lucrativos;1701444;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;200;16/09/2025;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
