Código IES;Instituição(IES);Sigla;Categoria Administrativa;Código Curso;Nome do Curso;Grau;Modalidade;CC;Ano CC;CPC;Ano CPC;ENADE;Ano ENADE;IDD;Ano IDD;Vagas Autorizadas;Data início funcionamento;Data Ato de Criação;Situação;Código Área Geral CINE;Área Geral CINE;Código Área Específica CINE;Área Específica CINE;Código Área Detalhada CINE;Área Detalhada CINE;Código Rótulo CINE;Rótulo CINE
1231;FACULDADE CNEC SANTO ÂNGELO;-;Privada sem fins lucrativos;97091;BIOMEDICINA;Bacharelado;Presencial;4;2011;3;2023;2;2023;2;2023;100;26/02/2007;28/09/2006;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1232;CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE;UNIANDRADE;Privada sem fins lucrativos;1288851;BIOMEDICINA;Bacharelado;Presencial;4;2018;4;2023;2;2023;3;2023;180;01/01/2014;14/03/2012;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1232;CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE;UNIANDRADE;Privada sem fins lucrativos;1565068;BIOMEDICINA;Bacharelado;A Distância;5;2025;-;;-;;-;;1000;09/03/2021;01/02/2021;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1232;CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE;UNIANDRADE;Privada sem fins lucrativos;1701718;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;1000;09/02/2026;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1233;CENTRO UNIVERSITÁRIO UNIC;-;Privada com fins lucrativos;92775;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;100;29/01/2007;19/09/2005;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1233;CENTRO UNIVERSITÁRIO UNIC;-;Privada com fins lucrativos;1341535;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;300;01/12/2015;13/11/2015;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1237;CENTRO UNIVERSITÁRIO NOSSA SENHORA APARECIDA;UNIFANAP;Privada sem fins lucrativos;1631385;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;100;01/02/2023;01/02/2023;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1239;FACULDADE PADRÃO;PADRAO;Privada com fins lucrativos;49140;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;78;08/10/2001;23/07/2001;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1244;Centro Universitário Multivix Vitória;-;Privada com fins lucrativos;86356;MEDICINA;Bacharelado;Presencial;5;2024;4;2023;3;2025;3;2023;128;15/08/2005;27/06/2005;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
1244;Centro Universitário Multivix Vitória;-;Privada com fins lucrativos;1330504;BIOMEDICINA;Bacharelado;Presencial;5;2022;4;2023;4;2023;3;2023;120;01/08/2016;04/04/2016;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1244;Centro Universitário Multivix Vitória;-;Privada com fins lucrativos;1366534;MEDICINA VETERINÁRIA;Bacharelado;Presencial;5;2024;4;2023;3;2023;3;2023;100;26/02/2018;29/08/2017;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1244;Centro Universitário Multivix Vitória;-;Privada com fins lucrativos;1665380;BIOMEDICINA;Bacharelado;A Distância;-;;-;;-;;-;;750;Não iniciado;28/12/2023;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1244;Centro Universitário Multivix Vitória;-;Privada com fins lucrativos;1708840;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;3000;Não iniciado;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1245;Faculdade de Castelo - Multivix Castelo;Multivix Castelo;Privada com fins lucrativos;19839;MEDICINA VETERINÁRIA;Bacharelado;Presencial;3;2008;5;2023;4;2023;4;2023;100;02/08/1999;14/04/1999;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1255;Centro Universitário FBV Wyden;UniFBV Wyden;Privada com fins lucrativos;1303779;BIOMEDICINA;Bacharelado;Presencial;4;2021;4;2019;3;2019;3;2019;100;07/05/2015;30/03/2015;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1255;Centro Universitário FBV Wyden;UniFBV Wyden;Privada com fins lucrativos;1590977;BIOMEDICINA;Bacharelado;A Distância;-;;-;;-;;-;;100;15/02/2022;16/08/2021;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1255;Centro Universitário FBV Wyden;UniFBV Wyden;Privada com fins lucrativos;1682083;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;-;;-;;-;;100;Não iniciado;23/08/2024;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1255;Centro Universitário FBV Wyden;UniFBV Wyden;Privada com fins lucrativos;1701723;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;321;26/09/2025;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1258;FACULDADE DE CASCAVEL;-;Privada com fins lucrativos;1453627;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;50;Não iniciado;17/12/2018;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1263;FACULDADE BEZERRA DE ARAÚJO;FABA;Privada com fins lucrativos;1053824;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;120;Não iniciado;-;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1267;INSTITUTO DE ENSINO SUPERIOR DA GRANDE FLORIANÓPOLIS;IESGF;Privada com fins lucrativos;1441113;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;50;Não iniciado;12/06/2019;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1270;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;ESTÁCIO RIBEIRÃO PRE;Privada com fins lucrativos;1170057;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;100;Não iniciado;20/01/2011;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1270;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;ESTÁCIO RIBEIRÃO PRE;Privada com fins lucrativos;1185903;MEDICINA;Bacharelado;Presencial;4;2023;4;2023;2;2025;3;2023;76;23/07/2014;23/07/2014;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
1270;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;ESTÁCIO RIBEIRÃO PRE;Privada com fins lucrativos;1458310;BIOMEDICINA;Bacharelado;A Distância;4;2024;3;2023;2;2023;2;2023;606;07/03/2019;15/10/2018;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1270;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;ESTÁCIO RIBEIRÃO PRE;Privada com fins lucrativos;1486170;BIOMEDICINA;Bacharelado;Presencial;5;2023;3;2023;2;2023;2;2023;100;06/05/2019;06/05/2019;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1270;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;ESTÁCIO RIBEIRÃO PRE;Privada com fins lucrativos;1606270;MEDICINA VETERINÁRIA;Bacharelado;A Distância;-;;-;;-;;-;;60;09/08/2022;01/06/2022;Em Extinção;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1270;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;ESTÁCIO RIBEIRÃO PRE;Privada com fins lucrativos;1701731;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;320;26/09/2025;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1270;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;ESTÁCIO RIBEIRÃO PRE;Privada com fins lucrativos;1702886;MEDICINA VETERINÁRIA;Bacharelado;Semipresencial;-;;-;;-;;-;;60;26/09/2025;25/09/2025;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1273;Centro Universitário Campo Limpo Paulista;UNIFACCAMP;Privada com fins lucrativos;1592633;MEDICINA;Bacharelado;Presencial;4;2022;-;;-;;-;;14;07/08/2023;23/05/2023;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
1273;Centro Universitário Campo Limpo Paulista;UNIFACCAMP;Privada com fins lucrativos;1331577;BIOMEDICINA;Bacharelado;Presencial;4;2022;2;2023;1;2023;2;2023;50;29/11/2017;02/05/2017;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1273;Centro Universitário Campo Limpo Paulista;UNIFACCAMP;Privada com fins lucrativos;1441607;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2024;2;2023;2;2023;2;2023;150;10/04/2018;07/03/2018;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1276;INSTITUTO TAUBATÉ DE ENSINO SUPERIOR;I.T.E.S.;Privada com fins lucrativos;1441150;BIOMEDICINA;Bacharelado;Presencial;4;2023;2;2023;3;2023;2;2023;100;05/02/2019;03/07/2018;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1281;FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA;FAIT;Privada com fins lucrativos;99648;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2012;3;2023;3;2023;3;2023;100;27/11/2007;11/12/2006;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1281;FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA;FAIT;Privada com fins lucrativos;1466431;BIOMEDICINA;Bacharelado;Presencial;5;2023;3;2023;3;2023;3;2023;100;14/05/2019;14/05/2019;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1292;Centro Universitário de Adamantina;FAI;Especial;65971;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;4;2023;3;2023;3;2023;100;17/02/2003;18/03/2003;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1292;Centro Universitário de Adamantina;FAI;Especial;1322329;MEDICINA;Bacharelado;Presencial;-;;2;2023;1;2025;1;2023;100;03/08/2015;04/03/2015;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
1292;Centro Universitário de Adamantina;FAI;Especial;1452485;BIOMEDICINA;Bacharelado;Presencial;-;;4;2023;3;2023;4;2023;100;11/02/2019;21/08/2018;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1294;Centro Universitário das Américas;CAM;Privada com fins lucrativos;1190280;MEDICINA;Bacharelado;Presencial;5;2023;2;2023;1;2025;1;2023;130;09/02/2015;23/07/2014;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
1294;Centro Universitário das Américas;CAM;Privada com fins lucrativos;1190281;BIOMEDICINA;Bacharelado;Presencial;4;2019;3;2023;2;2023;2;2023;200;27/10/2014;02/09/2013;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1294;Centro Universitário das Américas;CAM;Privada com fins lucrativos;1353315;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2023;2;2023;2;2023;2;2023;640;11/03/2019;22/02/2018;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1294;Centro Universitário das Américas;CAM;Privada com fins lucrativos;1515692;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2023;-;;-;;-;;640;18/02/2020;01/11/2019;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1294;Centro Universitário das Américas;CAM;Privada com fins lucrativos;1515693;BIOMEDICINA;Bacharelado;Presencial;-;;3;2023;3;2023;3;2023;320;17/02/2020;01/11/2019;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1298;Faculdade Estácio de Alagoas - Estácio FAL;ESTÁCIO FAL;Privada com fins lucrativos;1545864;BIOMEDICINA;Bacharelado;Presencial;4;2025;-;;-;;-;;120;21/02/2022;03/12/2021;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1299;FACULDADES INTEGRADAS DE FERNANDÓPOLIS;FIFE;Privada sem fins lucrativos;47682;BIOMEDICINA;Bacharelado;Presencial;4;2018;4;2023;4;2023;4;2023;50;31/01/2000;18/11/1999;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1299;FACULDADES INTEGRADAS DE FERNANDÓPOLIS;FIFE;Privada sem fins lucrativos;47683;BIOMEDICINA;Bacharelado;Presencial;-;;3;2008;3;2008;3;2008;0;31/01/2000;18/11/1999;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1299;FACULDADES INTEGRADAS DE FERNANDÓPOLIS;FIFE;Privada sem fins lucrativos;47684;BIOMEDICINA;Bacharelado;Presencial;-;;3;2008;3;2008;3;2008;1;31/01/2000;18/11/1999;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1303;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;IF Goiano;Pública Federal;1188125;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;-;;-;;-;;30;Não iniciado;28/09/2012;Extinto;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1303;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;IF Goiano;Pública Federal;1188283;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2017;3;2023;3;2023;2;2023;40;25/02/2013;22/06/2012;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1307;FACULDADE DE ENSINO SUPERIOR E FORMAÇÃO INTEGRAL;FAEF;Privada com fins lucrativos;21730;MEDICINA VETERINÁRIA;Bacharelado;Presencial;3;2008;4;2023;3;2023;3;2023;150;07/08/2000;26/05/2000;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1308;FACULDADE NOVO MILÊNIO;FNM;Privada com fins lucrativos;1509611;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2021;-;;-;;-;;200;Não iniciado;31/12/2021;Em Atividade;;;;;;;;
1310;FACULDADE DE AMERICANA;FAM;Privada sem fins lucrativos;24519;BIOMEDICINA;Bacharelado;Presencial;4;2013;3;2023;2;2023;3;2023;100;14/02/2000;27/08/1999;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1310;FACULDADE DE AMERICANA;FAM;Privada sem fins lucrativos;1204408;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2022;2;2023;3;2023;3;2023;200;01/08/2016;24/06/2016;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1317;Centro Universitário Sudoeste Paulista;UniFSP;Privada com fins lucrativos;98035;BIOMEDICINA;Bacharelado;Presencial;3;2010;4;2023;3;2023;4;2023;100;05/02/2007;30/10/2006;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1317;Centro Universitário Sudoeste Paulista;UniFSP;Privada com fins lucrativos;1108311;MEDICINA VETERINÁRIA;Bacharelado;Presencial;3;2015;4;2023;3;2023;4;2023;60;02/08/2010;05/05/2010;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1317;Centro Universitário Sudoeste Paulista;UniFSP;Privada com fins lucrativos;1138791;BIOMEDICINA;Bacharelado;Presencial;3;2023;-;;-;;-;;100;27/01/2014;01/10/2013;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1317;Centro Universitário Sudoeste Paulista;UniFSP;Privada com fins lucrativos;1544130;MEDICINA VETERINÁRIA;Bacharelado;A Distância;-;;-;;-;;-;;200;Não iniciado;27/08/2020;Extinto;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1317;Centro Universitário Sudoeste Paulista;UniFSP;Privada com fins lucrativos;1545461;BIOMEDICINA;Bacharelado;A Distância;-;;-;;-;;-;;200;Não iniciado;25/08/2020;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1317;Centro Universitário Sudoeste Paulista;UniFSP;Privada com fins lucrativos;1593037;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;-;;-;;-;;50;07/02/2022;13/12/2021;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1317;Centro Universitário Sudoeste Paulista;UniFSP;Privada com fins lucrativos;1597823;MEDICINA;Bacharelado;Presencial;4;2022;-;;-;;-;;60;14/08/2024;05/07/2024;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
1317;Centro Universitário Sudoeste Paulista;UniFSP;Privada com fins lucrativos;1708848;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;1600;Não iniciado;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1318;FACULDADE UNINASSAU VITÓRIA DA CONQUISTA;-;Privada com fins lucrativos;1283575;BIOMEDICINA;Bacharelado;Presencial;4;2022;3;2023;2;2023;3;2023;200;24/06/2016;24/06/2016;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1318;FACULDADE UNINASSAU VITÓRIA DA CONQUISTA;-;Privada com fins lucrativos;1590571;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2022;-;;-;;-;;180;Não iniciado;28/03/2023;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1319;FACULDADE TECSOMA;FATEC;Privada com fins lucrativos;108698;BIOMEDICINA;Bacharelado;Presencial;4;2024;3;2023;2;2023;3;2023;100;04/08/2008;17/01/2008;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1322;FACULDADE EDUVALE DE AVARÉ;EDUVALE;Privada sem fins lucrativos;1442072;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2023;4;2023;4;2023;4;2023;50;04/02/2019;26/12/2018;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1325;FACULDADE DE APUCARANA;FAP;Privada sem fins lucrativos;1185041;BIOMEDICINA;Bacharelado;Presencial;4;2023;3;2023;3;2023;3;2023;200;05/02/2018;28/06/2017;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1326;Centro Universitário Multivix Serra;MULTIVIX SERRA;Privada com fins lucrativos;1701740;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;750;Não iniciado;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1326;Faculdade Multivix Serra;MULTIVIX SERRA;Privada com fins lucrativos;1396073;BIOMEDICINA;Bacharelado;Presencial;4;2022;4;2023;3;2023;3;2023;100;26/02/2018;03/10/2017;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1326;Faculdade Multivix Serra;MULTIVIX SERRA;Privada com fins lucrativos;1498039;BIOMEDICINA;Bacharelado;A Distância;5;2024;-;;-;;-;;750;07/03/2022;19/11/2021;Em Extinção;;;;;;;;
1326;Faculdade Multivix Serra;MULTIVIX SERRA;Privada com fins lucrativos;1575814;MEDICINA;Bacharelado;Presencial;5;2022;-;;-;;-;;60;19/08/2024;02/08/2024;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
1334;CENTRO UNIVERSITÁRIO FACISA;UNIFACISA;Privada com fins lucrativos;90483;MEDICINA;Bacharelado;Presencial;5;2019;3;2023;2;2025;3;2023;180;01/02/2006;29/12/2005;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
1334;CENTRO UNIVERSITÁRIO FACISA;UNIFACISA;Privada com fins lucrativos;1260598;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;100;04/08/2014;21/05/2014;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1334;CENTRO UNIVERSITÁRIO FACISA;UNIFACISA;Privada com fins lucrativos;1495674;MEDICINA VETERINÁRIA;Bacharelado;Presencial;3;2023;-;;-;;-;;100;10/02/2020;18/09/2019;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1336;CENTRO UNIVERSITÁRIO ASSIS GURGACZ;FAG;Privada sem fins lucrativos;105920;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2012;3;2023;3;2023;3;2023;145;11/02/2008;14/09/2007;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1336;CENTRO UNIVERSITÁRIO ASSIS GURGACZ;FAG;Privada sem fins lucrativos;108882;MEDICINA;Bacharelado;Presencial;5;2025;4;2023;4;2025;5;2023;162;03/03/2008;06/02/2008;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
1337;CENTRO UNIVERSITÁRIO MATER DEI;-;Privada com fins lucrativos;1349425;MEDICINA VETERINÁRIA;Bacharelado;Presencial;5;2022;3;2023;2;2023;2;2023;80;23/11/2017;30/05/2017;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
1337;CENTRO UNIVERSITÁRIO MATER DEI;-;Privada com fins lucrativos;1595933;BIOMEDICINA;Bacharelado;A Distância;-;;-;;-;;-;;100;08/02/2022;27/10/2021;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1337;CENTRO UNIVERSITÁRIO MATER DEI;-;Privada com fins lucrativos;1701743;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;100;25/09/2025;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
1350;Centro Universitário Multiversa do Jaguaribe- UNIJAGUARIBE;UNIJAGUARIBE;Privada com fins lucrativos;1619336;BIOMEDICINA;Bacharelado;A Distância;-;;-;;-;;-;;200;05/02/2024;01/12/2022;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
