NU_ANO;CO_CURSO;NU_IDADE
2025;20360;23
2025;91219;23
2025;1185903;23
2025;1192188;23
2025;1408262;23
2025;1363536;23
2025;10224;23
2025;13866;23
2025;1192047;23
2025;82224;23
2025;100956;23
2025;5000812;23
2025;1059179;23
2025;90059;23
2025;1136509;23
2025;5000980;23
2025;868;23
2025;868;23
2025;1184047;23
2025;1363536;23
2025;5000980;23
2025;1185076;23
2025;85652;23
2025;7105;23
2025;14234;23
2025;19294;23
2025;7676;23
2025;7676;23
2025;100958;23
2025;90059;23
2025;1173014;23
2025;57852;23
2025;57402;23
2025;57402;23
2025;1330031;23
2025;140;23
2025;5345;23
2025;1184432;23
2025;3418;23
2025;1342536;23
2025;72667;23
2025;59174;23
2025;5001300;23
2025;1399615;23
2025;1173014;23
2025;1397772;23
2025;2304;23
2025;74594;23
2025;1408259;23
2025;64918;23
2025;20360;23
2025;1448710;23
2025;1188900;23
2025;1399486;23
2025;87537;23
2025;8437;23
2025;2918;23
2025;10224;23
2025;10591;23
2025;1102360;23
2025;101228;23
2025;5000978;23
2025;4503;23
2025;6496;23
2025;90483;23
2025;108014;23
2025;20360;23
2025;1108786;23
2025;1179501;23
2025;74594;23
2025;7676;23
2025;6496;23
2025;1327450;23
2025;57402;23
2025;1725;23
2025;1189778;23
2025;1190667;23
2025;75821;23
2025;14093;23
2025;1029204;23
2025;5345;23
2025;1399478;23
2025;5345;23
2025;97679;23
2025;59414;23
2025;72681;23
2025;9805;23
2025;5000980;23
2025;5001300;23
2025;5000930;23
2025;1399616;23
2025;64918;23
2025;1168313;23
2025;1399489;23
2025;90084;23
2025;21542;23
2025;4503;23
2025;64918;23
2025;1184325;23
2025;868;23
2025;1390309;23
2025;11114;23
2025;107666;23
2025;1399618;23
2025;5000001;23
2025;18447;23
2025;99476;23
2025;20249;23
2025;121850;23
2025;1136509;23
2025;108882;23
2025;2392;23
2025;1419799;23
2025;5001294;23
2025;20249;23
2025;3148;23
2025;9326;23
2025;90084;23
2025;20058;23
2025;5000981;23
2025;1258023;23
2025;1135207;23
2025;72669;23
2025;1192047;23
2025;90847;23
2025;1342536;23
2025;19206;23
2025;14359;23
2025;4503;23
2025;10289;23
2025;1408504;23
2025;1408507;23
2025;1029204;23
2025;5001033;23
2025;5206;23
2025;14234;23
2025;1397772;23
2025;1390309;23
2025;1184047;23
2025;1385538;23
2025;10224;23
2025;3677;23
2025;1171609;23
2025;84408;23
2025;78256;23
2025;11446;23
2025;5000812;23
2025;1399477;23
2025;10591;23
2025;868;23
2025;78256;23
2025;1399618;23
2025;1184047;23
2025;98506;23
2025;1179189;23
2025;90059;23
2025;19850;23
2025;66248;23
2025;5000979;23
2025;1629;23
2025;1438629;23
2025;87941;23
2025;868;23
2025;90483;23
2025;98506;23
2025;5000841;23
2025;2304;23
2025;5000980;23
2025;19434;23
2025;1342537;23
2025;84352;23
2025;1397771;23
2025;868;23
2025;1184047;23
2025;1108786;23
2025;1184047;23
2025;1408259;23
2025;5345;23
2025;1399481;23
2025;20360;23
2025;72663;23
2025;5001294;23
2025;1399478;23
2025;5000979;23
2025;1399484;23
2025;60660;23
2025;7676;23
2025;5000979;23
2025;9996;23
2025;1399617;23
2025;85652;23
2025;108882;23
2025;1029204;23
2025;7105;23
2025;1135207;23
2025;79007;23
2025;18605;23
2025;97679;23
2025;1168313;23
2025;3677;23
2025;5000978;23
2025;20249;23
2025;7705;23
2025;9996;23
2025;91219;23
2025;98409;23
2025;5000980;23
2025;108014;23
2025;1029204;23
2025;6496;23
2025;59414;23
2025;2392;23
2025;7105;23
2025;1445016;23
2025;84352;23
2025;57402;23
2025;1163738;23
2025;91399;23
2025;3677;23
2025;1427370;23
2025;7105;23
2025;1427419;23
2025;1192047;23
2025;1257777;23
2025;1184047;23
2025;86288;23
2025;12569;23
2025;97679;23
2025;1107;23
2025;1200578;23
2025;18447;23
2025;1192188;23
2025;5345;23
2025;1192237;23
2025;1059179;23
2025;57852;23
2025;5001167;23
2025;91219;23
2025;1399287;23
2025;6496;23
2025;1188900;23
2025;1399483;23
2025;7676;23
2025;72667;23
2025;74655;23
2025;53338;23
2025;1189607;23
2025;18594;23
2025;64918;23
2025;14234;23
2025;90483;23
2025;8437;23
2025;1408507;23
2025;1399480;23
2025;12569;23
2025;91219;23
2025;1188900;23
2025;1184325;23
2025;71689;23
2025;1173014;23
2025;1399487;23
2025;1457503;23
2025;19434;23
2025;18447;23
2025;6496;23
2025;93001;23
2025;64918;23
2025;71859;23
2025;84352;23
2025;72767;23
2025;1189607;23
2025;51835;23
2025;10222;23
2025;1108786;23
2025;1465625;23
2025;4503;23
2025;1314146;23
2025;1477973;23
2025;140;23
2025;20360;23
2025;1163738;23
2025;1190280;23
2025;11114;23
2025;97679;23
2025;9988;23
2025;66361;23
2025;1258021;23
2025;20058;23
2025;1390309;23
2025;49060;23
2025;12569;23
2025;1267038;23
2025;4503;23
2025;1399478;23
2025;1107;23
2025;5001183;23
2025;1397771;23
2025;19850;23
2025;97679;23
2025;7676;23
2025;1192237;23
2025;1184047;23
2025;2918;23
2025;5000979;23
2025;49060;23
2025;5000979;23
2025;1399480;23
2025;1399478;23
2025;1059179;23
2025;7676;23
2025;57402;23
2025;1188127;23
2025;9988;23
2025;9772;23
2025;1399481;23
2025;1397772;23
2025;86356;23
2025;19850;23
2025;5000979;23
2025;5000930;23
2025;868;23
2025;13601;23
2025;10224;23
2025;1399481;23
2025;90483;23
2025;1342536;23
2025;1457503;23
2025;13723;23
2025;5000979;23
2025;13996;23
2025;59174;23
2025;12692;23
2025;1399480;23
2025;1136509;23
2025;69464;23
2025;1136509;23
2025;57402;23
2025;20360;23
2025;5001450;23
2025;18605;23
2025;107666;23
2025;5000979;23
2025;6711;23
2025;1184060;23
2025;1465625;23
2025;5345;23
2025;64918;23
2025;1399486;23
2025;1163738;23
2025;1321864;23
2025;1477973;23
2025;75821;23
2025;100956;23
2025;1295813;23
2025;11114;23
2025;49060;23
2025;12345;23
2025;5000981;23
2025;87537;23
2025;1278877;23
2025;18447;23
2025;18472;23
2025;54490;23
2025;1184432;23
2025;1278877;23
2025;71859;23
2025;10224;23
2025;107766;23
2025;100956;23
2025;1399618;23
2025;5001101;23
2025;75821;23
2025;10224;23
2025;1390309;23
2025;19434;23
2025;1457707;23
